algorithm,category,size,trial,time_us,char_comparisons
MsdRadixSortWithSwitch,commonPrefix,400,4,422,402
MsdRadixSortWithSwitch,commonPrefix,400,5,421,402
MsdRadixSortWithSwitch,commonPrefix,500,1,549,429
MsdRadixSortWithSwitch,commonPrefix,500,2,555,429
MsdRadixSortWithSwitch,commonPrefix,500,3,696,429
MsdRadixSortWithSwitch,commonPrefix,500,4,563,429
MsdRadixSortWithSwitch,commonPrefix,500,5,672,429
MsdRadixSortWithSwitch,commonPrefix,600,1,664,560
MsdRadixSortWithSwitch,commonPrefix,600,2,617,560
MsdRadixSortWithSwitch,commonPrefix,600,3,643,560
MsdRadixSortWithSwitch,commonPrefix,600,4,648,560
MsdRadixSortWithSwitch,commonPrefix,600,5,638,560
MsdRadixSortWithSwitch,commonPrefix,700,1,846,489
MsdRadixSortWithSwitch,commonPrefix,700,2,818,489
MsdRadixSortWithSwitch,commonPrefix,700,3,774,489
MsdRadixSortWithSwitch,commonPrefix,700,4,755,489
MsdRadixSortWithSwitch,commonPrefix,700,5,738,489
MsdRadixSortWithSwitch,commonPrefix,800,1,839,635
MsdRadixSortWithSwitch,commonPrefix,800,2,860,635
MsdRadixSortWithSwitch,commonPrefix,800,3,866,635
MsdRadixSortWithSwitch,commonPrefix,800,4,887,635
MsdRadixSortWithSwitch,commonPrefix,800,5,862,635
MsdRadixSortWithSwitch,commonPrefix,900,1,1055,758
MsdRadixSortWithSwitch,commonPrefix,900,2,965,758
MsdRadixSortWithSwitch,commonPrefix,900,3,937,758
MsdRadixSortWithSwitch,commonPrefix,900,4,970,758
MsdRadixSortWithSwitch,commonPrefix,900,5,983,758
MsdRadixSortWithSwitch,commonPrefix,1000,1,1063,699
MsdRadixSortWithSwitch,commonPrefix,1000,2,1053,699
MsdRadixSortWithSwitch,commonPrefix,1000,3,1059,699
MsdRadixSortWithSwitch,commonPrefix,1000,4,1095,699
MsdRadixSortWithSwitch,commonPrefix,1000,5,1056,699
MsdRadixSortWithSwitch,commonPrefix,1100,1,1169,771
MsdRadixSortWithSwitch,commonPrefix,1100,2,1253,771
MsdRadixSortWithSwitch,commonPrefix,1100,3,1153,771
MsdRadixSortWithSwitch,commonPrefix,1100,4,1148,771
MsdRadixSortWithSwitch,commonPrefix,1100,5,1157,771
MsdRadixSortWithSwitch,commonPrefix,1200,1,1301,885
MsdRadixSortWithSwitch,commonPrefix,1200,2,1282,885
MsdRadixSortWithSwitch,commonPrefix,1200,3,1262,885
MsdRadixSortWithSwitch,commonPrefix,1200,4,1282,885
MsdRadixSortWithSwitch,commonPrefix,1200,5,1259,885
MsdRadixSortWithSwitch,commonPrefix,1300,1,1393,1080
MsdRadixSortWithSwitch,commonPrefix,1300,2,1516,1080
MsdRadixSortWithSwitch,commonPrefix,1300,3,1373,1080
MsdRadixSortWithSwitch,commonPrefix,1300,4,1369,1080
MsdRadixSortWithSwitch,commonPrefix,1300,5,1370,1080
MsdRadixSortWithSwitch,commonPrefix,1400,1,1474,1134
MsdRadixSortWithSwitch,commonPrefix,1400,2,1487,1134
MsdRadixSortWithSwitch,commonPrefix,1400,3,1447,1134
MsdRadixSortWithSwitch,commonPrefix,1400,4,1469,1134
MsdRadixSortWithSwitch,commonPrefix,1400,5,1522,1134
MsdRadixSortWithSwitch,commonPrefix,1500,1,1584,1235
MsdRadixSortWithSwitch,commonPrefix,1500,2,1637,1235
MsdRadixSortWithSwitch,commonPrefix,1500,3,1646,1235
MsdRadixSortWithSwitch,commonPrefix,1500,4,1564,1235
MsdRadixSortWithSwitch,commonPrefix,1500,5,1580,1235
MsdRadixSortWithSwitch,commonPrefix,1600,1,1686,1400
MsdRadixSortWithSwitch,commonPrefix,1600,2,1762,1400
MsdRadixSortWithSwitch,commonPrefix,1600,3,1662,1400
MsdRadixSortWithSwitch,commonPrefix,1600,4,1675,1400
MsdRadixSortWithSwitch,commonPrefix,1600,5,1674,1400
MsdRadixSortWithSwitch,commonPrefix,1700,1,1777,1482
MsdRadixSortWithSwitch,commonPrefix,1700,2,1818,1482
MsdRadixSortWithSwitch,commonPrefix,1700,3,1775,1482
MsdRadixSortWithSwitch,commonPrefix,1700,4,1771,1482
MsdRadixSortWithSwitch,commonPrefix,1700,5,1776,1482
MsdRadixSortWithSwitch,commonPrefix,1800,1,1921,1278
MsdRadixSortWithSwitch,commonPrefix,1800,2,1884,1278
MsdRadixSortWithSwitch,commonPrefix,1800,3,1887,1278
MsdRadixSortWithSwitch,commonPrefix,1800,4,1889,1278
MsdRadixSortWithSwitch,commonPrefix,1800,5,1886,1278
MsdRadixSortWithSwitch,commonPrefix,1900,1,2072,1416
MsdRadixSortWithSwitch,commonPrefix,1900,2,2088,1416
MsdRadixSortWithSwitch,commonPrefix,1900,3,2000,1416
MsdRadixSortWithSwitch,commonPrefix,1900,4,1991,1416
MsdRadixSortWithSwitch,commonPrefix,1900,5,2146,1416
MsdRadixSortWithSwitch,commonPrefix,2000,1,2112,1546
MsdRadixSortWithSwitch,commonPrefix,2000,2,2247,1546
MsdRadixSortWithSwitch,commonPrefix,2000,3,2122,1546
MsdRadixSortWithSwitch,commonPrefix,2000,4,2103,1546
MsdRadixSortWithSwitch,commonPrefix,2000,5,2106,1546
MsdRadixSortWithSwitch,commonPrefix,2100,1,2244,1686
MsdRadixSortWithSwitch,commonPrefix,2100,2,2228,1686
MsdRadixSortWithSwitch,commonPrefix,2100,3,2197,1686
MsdRadixSortWithSwitch,commonPrefix,2100,4,2287,1686
MsdRadixSortWithSwitch,commonPrefix,2100,5,2210,1686
MsdRadixSortWithSwitch,commonPrefix,2200,1,2397,1855
MsdRadixSortWithSwitch,commonPrefix,2200,2,2340,1855
MsdRadixSortWithSwitch,commonPrefix,2200,3,2315,1855
MsdRadixSortWithSwitch,commonPrefix,2200,4,2314,1855
MsdRadixSortWithSwitch,commonPrefix,2200,5,2314,1855
MsdRadixSortWithSwitch,commonPrefix,2300,1,2420,1980
MsdRadixSortWithSwitch,commonPrefix,2300,2,2580,1980
MsdRadixSortWithSwitch,commonPrefix,2300,3,2398,1980
MsdRadixSortWithSwitch,commonPrefix,2300,4,2544,1980
MsdRadixSortWithSwitch,commonPrefix,2300,5,2526,1980
MsdRadixSortWithSwitch,commonPrefix,2400,1,2604,2148
MsdRadixSortWithSwitch,commonPrefix,2400,2,2593,2148
MsdRadixSortWithSwitch,commonPrefix,2400,3,2642,2148
MsdRadixSortWithSwitch,commonPrefix,2400,4,2534,2148
MsdRadixSortWithSwitch,commonPrefix,2400,5,2666,2148
MsdRadixSortWithSwitch,commonPrefix,2500,1,2698,2302
MsdRadixSortWithSwitch,commonPrefix,2500,2,2744,2302
MsdRadixSortWithSwitch,commonPrefix,2500,3,2719,2302
MsdRadixSortWithSwitch,commonPrefix,2500,4,2733,2302
MsdRadixSortWithSwitch,commonPrefix,2500,5,2654,2302
MsdRadixSortWithSwitch,commonPrefix,2600,1,2877,2464
MsdRadixSortWithSwitch,commonPrefix,2600,2,2825,2464
MsdRadixSortWithSwitch,commonPrefix,2600,3,2765,2464
MsdRadixSortWithSwitch,commonPrefix,2600,4,2867,2464
MsdRadixSortWithSwitch,commonPrefix,2600,5,2766,2464
MsdRadixSortWithSwitch,commonPrefix,2700,1,3005,2616
MsdRadixSortWithSwitch,commonPrefix,2700,2,2897,2616
MsdRadixSortWithSwitch,commonPrefix,2700,3,2905,2616
MsdRadixSortWithSwitch,commonPrefix,2700,4,2981,2616
MsdRadixSortWithSwitch,commonPrefix,2700,5,2911,2616
MsdRadixSortWithSwitch,commonPrefix,2800,1,2969,2811
MsdRadixSortWithSwitch,commonPrefix,2800,2,3144,2811
MsdRadixSortWithSwitch,commonPrefix,2800,3,2997,2811
MsdRadixSortWithSwitch,commonPrefix,2800,4,3012,2811
MsdRadixSortWithSwitch,commonPrefix,2800,5,3094,2811
MsdRadixSortWithSwitch,commonPrefix,2900,1,3087,2996
MsdRadixSortWithSwitch,commonPrefix,2900,2,3185,2996
MsdRadixSortWithSwitch,commonPrefix,2900,3,3181,2996
MsdRadixSortWithSwitch,commonPrefix,2900,4,3109,2996
MsdRadixSortWithSwitch,commonPrefix,2900,5,3191,2996
MsdRadixSortWithSwitch,commonPrefix,3000,1,3228,3161
MsdRadixSortWithSwitch,commonPrefix,3000,2,3332,3161
MsdRadixSortWithSwitch,commonPrefix,3000,3,3277,3161
MsdRadixSortWithSwitch,commonPrefix,3000,4,3242,3161
MsdRadixSortWithSwitch,commonPrefix,3000,5,3186,3161
